UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,time_index,rolling_avg_temp,rolling_avg_rot_speed,rolling_avg_torque,ema_temp,ema_rot_speed,ema_torque,lag_temp,lag_rot_speed,lag_torque,temp_torque_interaction,cumsum_temp,cumsum_rot_speed,cumsum_torque,roc_temp,roc_rot_speed,roc_torque,temp_outlier,temp_squared,rot_speed_squared,torque_squared,binned_temp,binned_rot_speed,binned_torque,failure_rate,time_since_last_failure,Type_L,Type_M
2610,L49789,299.4,309.2,1621,34.5,48,0,0,0,0,0,0,2609,299.41999999999996,1512.8,40.54,299.406863638627,1504.6383231613381,40.85236699878603,299.5,1409.0,44.7,10329.3,777920.7000000007,4008540,104803.10000000008,-0.00033388981636062187,0.15046132008516677,-0.22818791946308725,False,89640.35999999999,2627641,1190.25,1,3,1,0.0,67.0,True,False
2611,H32024,299.4,309.1,1547,40.9,50,0,0,0,0,0,0,2610,299.41999999999996,1511.8,41.24,299.40457575908465,1518.7588821075587,40.86824466585736,299.4,1621.0,34.5,12245.46,778220.1000000007,4010087,104844.00000000007,0.0,-0.04565083281924742,0.18550724637681149,False,89640.35999999999,2393209,1672.81,1,2,2,0.0,67.0,False,False
2612,L49791,299.4,309.1,1957,22.1,55,0,0,0,0,0,0,2611,299.41999999999996,1596.4,38.16,299.40305050605645,1664.8392547383726,34.61216311057158,299.4,1547.0,40.9,6616.74,778519.5000000007,4012044,104866.10000000008,0.0,0.26502908855850027,-0.45965770171149134,False,89640.35999999999,3829849,488.4100000000001,1,3,0,0.0,67.0,True,False
2613,L49792,299.4,309.1,2421,14.2,57,0,0,0,0,0,0,2612,299.41999999999996,1791.0,31.28,299.4020336707043,1916.8928364922485,27.80810874038105,299.4,1957.0,22.1,4251.48,778818.9000000007,4014465,104880.30000000008,0.0,0.23709759836484423,-0.35746606334841635,False,89640.35999999999,5861241,201.64,1,3,0,0.0,67.0,True,False
2614,M17473,299.3,309.1,1571,38.3,59,0,0,0,0,0,0,2613,299.38,1823.4,30.0,299.36802244713624,1801.5952243281658,31.3054058269207,299.4,2421.0,14.2,11463.189999999999,779118.2000000008,4016036,104918.60000000008,-0.00033400133600525184,-0.35109458901280466,1.697183098591549,False,89580.49,2468041,1466.8899999999999,1,2,1,0.0,67.0,False,True
2615,L49794,299.3,309.1,1634,36.8,62,0,0,0,0,0,0,2614,299.36,1826.0,30.46,299.34534829809087,1745.7301495521106,33.136937217947136,299.3,1571.0,38.3,11014.24,779417.5000000008,4017670,104955.40000000008,0.0,0.04010184595798849,-0.03916449086161877,False,89580.49,2669956,1354.2399999999998,1,3,1,0.0,67.0,True,False
2616,L49795,299.3,309.0,1516,38.7,64,0,0,0,0,0,0,2615,299.34,1819.8,30.02,299.3302321987273,1669.1534330347404,34.991291478631425,299.3,1634.0,36.8,11582.910000000002,779716.8000000009,4019186,104994.10000000008,0.0,-0.07221542227662181,0.05163043478260887,False,89580.49,2298256,1497.6900000000003,1,2,1,0.0,67.0,True,False
2617,L49796,299.4,309.1,1207,66.5,66,0,0,0,0,0,0,2616,299.34000000000003,1669.8,38.9,299.35348813248487,1515.102288689827,45.49419431908761,299.3,1516.0,38.7,19910.1,780016.2000000009,4020393,105060.60000000008,0.0003341129301703827,-0.20382585751978888,0.718346253229974,False,89640.35999999999,1456849,4422.25,1,0,3,0.0,67.0,True,False
2618,L49797,299.4,309.1,1670,35.9,68,0,0,0,0,0,0,2617,299.34,1519.6,43.239999999999995,299.36899208832324,1566.7348591265513,42.29612954605841,299.4,1207.0,66.5,10748.46,780315.6000000009,4022063,105096.50000000007,0.0,0.3835956917978458,-0.46015037593984964,False,89640.35999999999,2788900,1288.81,1,3,1,0.0,67.0,True,False
2619,M17478,299.4,309.1,1461,48.6,70,0,0,0,0,0,0,2618,299.36,1497.6,45.3,299.37932805888215,1531.4899060843677,44.39741969737227,299.4,1670.0,35.9,14550.84,780615.0000000009,4023524,105145.10000000008,0.0,-0.12514970059880237,0.35376044568245124,False,89640.35999999999,2134521,2361.96,1,1,3,0.0,67.0,False,True
2620,L49799,299.4,309.2,1569,40.8,73,0,0,0,0,0,0,2619,299.38,1484.6,46.1,299.38621870592146,1543.9932707229118,43.19827979824818,299.4,1461.0,48.6,12215.519999999999,780914.400000001,4025093,105185.90000000008,0.0,0.07392197125256672,-0.16049382716049387,False,89640.35999999999,2461761,1664.6399999999999,1,2,2,0.0,67.0,True,False
2621,L49800,299.4,309.2,1556,35.7,75,0,0,0,0,0,0,2620,299.4,1492.6,45.5,299.3908124706143,1547.9955138152745,40.698853198832126,299.4,1569.0,40.8,10688.58,781213.800000001,4026649,105221.60000000008,0.0,-0.008285532186105837,-0.12499999999999989,False,89640.35999999999,2421136,1274.4900000000002,1,2,1,0.0,67.0,True,False
2622,M17481,299.5,309.3,1506,41.5,77,0,0,0,0,0,0,2621,299.41999999999996,1552.4,40.5,299.4272083137429,1533.9970092101833,40.96590213255475,299.4,1556.0,35.7,12429.25,781513.300000001,4028155,105263.10000000008,0.00033400133600536286,-0.03213367609254503,0.16246498599439763,False,89700.25,2268036,1722.25,1,2,2,0.0,67.0,False,True
2623,M17482,299.6,309.4,1642,30.3,80,0,0,0,0,0,0,2622,299.4599999999999,1546.8,39.38,299.4848055424953,1569.9980061401222,37.41060142170317,299.5,1506.0,41.5,9077.880000000001,781812.900000001,4029797,105293.40000000008,0.0003338898163607329,0.09030544488711811,-0.26987951807228916,False,89760.16000000002,2696164,918.09,1,3,0,0.0,67.0,False,True
2624,M17483,299.6,309.4,1283,62.1,83,0,0,0,0,0,0,2623,299.5,1511.2,42.08,299.5232036949969,1474.332004093415,45.640400947802114,299.6,1642.0,30.3,18605.160000000003,782112.5000000009,4031080,105355.50000000009,0.0,-0.21863580998781973,1.0495049504950495,False,89760.16000000002,1646089,3856.4100000000003,1,0,3,0.0,67.0,False,True
2625,H32038,299.7,309.5,1375,46.8,86,0,0,0,0,0,0,2624,299.56,1472.4,43.28000000000001,299.5821357966646,1441.2213360622768,46.02693396520141,299.6,1283.0,62.1,14025.96,782412.2000000009,4032455,105402.30000000009,0.0003337783711614417,0.0717069368667187,-0.246376811594203,False,89820.09,1890625,2190.24,1,0,2,0.0,67.0,False,False
2626,L49805,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,2625,299.62,1441.0,44.12,299.6214238644431,1427.1475573748512,43.98462264346761,299.7,1375.0,46.8,11958.029999999999,782711.9000000008,4033854,105442.20000000008,0.0,0.01745454545454539,-0.14743589743589747,False,89820.09,1957201,1592.01,1,0,1,0.0,67.0,True,False
2627,L49806,299.7,309.4,1650,29.8,93,0,0,0,0,0,0,2626,299.65999999999997,1469.8,41.78,299.64761590962877,1501.4317049165675,39.25641509564508,299.7,1399.0,39.9,8931.06,783011.6000000008,4035504,105472.00000000009,0.0,0.1794138670478913,-0.25313283208020043,False,89820.09,2722500,888.0400000000001,1,3,0,0.0,67.0,True,False
2628,M17487,299.8,309.6,1346,53.2,95,0,0,0,0,0,0,2627,299.7,1410.6,46.36,299.6984106064192,1449.6211366110451,43.904276730430055,299.7,1650.0,29.8,15949.36,783311.4000000008,4036850,105525.20000000008,0.0003336670003337705,-0.1842424242424242,0.7852348993288591,False,89880.04000000001,1811716,2830.2400000000002,1,0,3,0.0,67.0,False,True
2629,H32042,299.9,309.6,1410,51.2,98,0,0,0,0,0,0,2628,299.76,1436.0,44.18,299.76560707094615,1436.4140910740302,46.33618448695337,299.8,1346.0,53.2,15354.88,783611.3000000009,4038260,105576.40000000008,0.00033355570380244615,0.04754829123328386,-0.03759398496240607,False,89940.00999999998,1988100,2621.4400000000005,1,0,3,0.0,67.0,False,False
2630,L49809,300.0,309.7,1586,37.8,103,0,0,0,0,0,0,2629,299.82,1478.2,42.38000000000001,299.84373804729745,1486.2760607160203,43.49078965796892,299.9,1410.0,51.2,11340.0,783911.3000000009,4039846,105614.20000000008,0.0003334444814939719,0.12482269503546095,-0.2617187500000001,False,90000.0,2515396,1428.8399999999997,1,2,1,0.0,67.0,True,False
2631,L49810,300.0,309.8,1372,39.6,105,0,0,0,0,0,0,2630,299.88,1472.8,42.32000000000001,299.895825364865,1448.184040477347,42.19385977197928,300.0,1586.0,37.8,11880.0,784211.3000000009,4041218,105653.80000000009,0.0,-0.13493064312736447,0.04761904761904767,False,90000.0,1882384,1568.16,1,0,1,0.0,67.0,True,False
2632,H32045,300.0,309.7,1529,42.4,107,0,0,0,0,0,0,2631,299.94,1448.6,44.839999999999996,299.9305502432434,1475.1226936515648,42.262573181319524,300.0,1372.0,39.6,12720.0,784511.3000000009,4042747,105696.20000000008,0.0,0.11443148688046656,0.07070707070707072,False,90000.0,2337841,1797.76,1,2,2,0.0,67.0,False,False
2633,M17492,300.0,309.7,1652,28.6,112,0,0,0,0,0,0,2632,299.98,1509.8,39.92,299.95370016216225,1534.08179576771,37.70838212087968,300.0,1529.0,42.4,8580.0,784811.3000000009,4044399,105724.80000000009,0.0,0.08044473512099404,-0.32547169811320753,False,90000.0,2729104,817.96,1,3,0,0.0,67.0,False,True
2634,L49813,300.1,309.8,1532,39.8,115,0,0,0,0,0,0,2633,300.02,1534.2,37.64,300.00246677477486,1533.3878638451401,38.405588080586455,300.0,1652.0,28.6,11943.98,785111.4000000008,4045931,105764.6000000001,0.00033333333333351867,-0.07263922518159804,0.39160839160839145,False,90060.01000000001,2347024,1584.0399999999997,1,2,1,0.0,67.0,True,False
2635,L49814,300.0,309.7,1554,32.0,117,0,0,0,0,0,0,2634,300.02,1527.8,36.48,300.0016445165166,1540.2585758967602,36.27039205372431,300.1,1532.0,39.8,9600.0,785411.4000000008,4047485,105796.6000000001,-0.00033322225924703464,0.01436031331592691,-0.1959798994974874,False,90000.0,2414916,1024.0,1,2,0,0.0,67.0,True,False
2636,H32049,299.9,309.6,1462,51.0,119,0,0,0,0,0,0,2635,300.0,1545.8,38.76,299.9677630110111,1514.1723839311735,41.18026136914954,300.0,1554.0,32.0,15294.9,785711.3000000009,4048947,105847.6000000001,-0.00033333333333340764,-0.05920205920205923,0.59375,False,89940.00999999998,2137444,2601.0,1,1,3,0.0,67.0,False,False
2637,L49816,299.9,309.6,1254,61.3,124,0,0,0,0,0,0,2636,299.98,1490.8,42.54,299.94517534067404,1427.4482559541157,47.88684091276636,299.9,1462.0,51.0,18383.87,786011.2000000009,4050201,105908.9000000001,0.0,-0.14227086183310533,0.20196078431372544,False,89940.00999999998,1572516,3757.6899999999996,1,0,3,0.0,67.0,True,False
2638,L49817,299.9,309.6,1294,49.7,126,0,0,0,0,0,0,2637,299.96,1419.2,46.76,299.9301168937827,1382.9655039694105,48.49122727517758,299.9,1254.0,61.3,14905.029999999999,786311.1000000009,4051495,105958.6000000001,0.0,0.03189792663476876,-0.1892332789559542,False,89940.00999999998,1674436,2470.09,1,0,3,0.0,67.0,True,False
2639,L49818,299.8,309.5,1739,27.5,128,0,0,0,0,0,0,2638,299.9,1460.6,44.3,299.88674459585513,1501.6436693129403,41.49415151678505,299.9,1294.0,49.7,8244.5,786610.900000001,4053234,105986.1000000001,-0.00033344448149374983,0.3438948995363216,-0.4466800804828974,False,89880.04000000001,3024121,756.25,1,3,0,0.0,67.0,True,False
2640,M17499,299.8,309.4,1412,47.8,130,0,0,0,0,0,0,2639,299.86,1432.2,47.46,299.8578297305701,1471.762446208627,43.596101011190036,299.8,1739.0,27.5,14330.44,786910.700000001,4054646,106033.9000000001,0.0,-0.18803910293271997,0.738181818181818,False,89880.04000000001,1993744,2284.8399999999997,1,0,3,0.0,67.0,False,True
2641,M17500,299.9,309.5,1372,56.2,133,0,0,0,0,0,0,2640,299.86,1414.2,48.5,299.8718864870467,1438.508297472418,47.79740067412669,299.8,1412.0,47.8,16854.38,787210.600000001,4056018,106090.1000000001,0.00033355570380244615,-0.028328611898016942,0.17573221757322188,False,89940.00999999998,1882384,3158.4400000000005,1,0,3,0.0,67.0,False,True
2642,H32055,299.8,309.5,1420,46.7,136,0,0,0,0,0,0,2641,299.84000000000003,1447.4,45.58,299.84792432469783,1432.338864981612,47.4316004494178,299.9,1372.0,56.2,14000.660000000002,787510.4000000011,4057438,106136.80000000009,-0.00033344448149374983,0.03498542274052485,-0.16903914590747326,False,89880.04000000001,2016400,2180.8900000000003,1,0,2,0.0,67.0,False,False
2643,L49822,299.8,309.5,1542,40.3,141,0,0,0,0,0,0,2642,299.82,1497.0,43.7,299.83194954979854,1468.892576654408,45.05440029961187,299.8,1420.0,46.7,12081.94,787810.2000000011,4058980,106177.1000000001,0.0,0.08591549295774659,-0.1370449678800858,False,89880.04000000001,2377764,1624.0899999999997,1,2,2,0.0,67.0,True,False
2644,M17503,299.8,309.4,1401,48.1,143,0,0,0,0,0,0,2643,299.82000000000005,1429.4,47.82000000000001,299.8212996998657,1446.2617177696054,46.069600199741245,299.8,1542.0,40.3,14420.380000000001,788110.0000000012,4060381,106225.2000000001,0.0,-0.09143968871595332,0.19354838709677424,False,89880.04000000001,1962801,2313.61,1,0,3,0.0,67.0,False,True
2645,L49824,299.8,309.4,1510,42.5,146,0,0,0,0,0,0,2644,299.82000000000005,1449.0,46.760000000000005,299.8141997999105,1467.5078118464037,44.879733466494166,299.8,1401.0,48.1,12741.5,788409.8000000012,4061891,106267.7000000001,0.0,0.0778015703069237,-0.11642411642411643,False,89880.04000000001,2280100,1806.25,1,2,2,0.0,67.0,True,False
2646,H32059,299.9,309.5,1547,38.5,148,0,0,0,0,0,0,2645,299.82,1484.0,43.220000000000006,299.84279986660704,1494.0052078976025,42.753155644329446,299.8,1510.0,42.5,11546.15,788709.7000000012,4063438,106306.2000000001,0.00033355570380244615,0.024503311258278204,-0.09411764705882353,False,89940.00999999998,2393209,1482.25,1,2,1,0.0,67.0,False,False
2647,M17506,299.8,309.5,1453,43.2,153,0,0,0,0,0,0,2646,299.82000000000005,1490.6,42.519999999999996,299.82853324440475,1480.3368052650685,42.9021037628863,299.9,1547.0,38.5,12951.36,789009.5000000013,4064891,106349.4000000001,-0.00033344448149374983,-0.06076276664511959,0.12207792207792223,False,89880.04000000001,2111209,1866.2400000000002,1,1,2,0.0,67.0,False,True
2648,L49827,299.8,309.4,1408,45.6,156,0,0,0,0,0,0,2647,299.82000000000005,1463.8,43.58,299.81902216293656,1456.2245368433792,43.80140250859087,299.8,1453.0,43.2,13670.880000000001,789309.3000000013,4066299,106395.0000000001,0.0,-0.030970406056434974,0.05555555555555558,False,89880.04000000001,1982464,2079.36,1,0,2,0.0,67.0,True,False
2649,L49828,299.8,309.4,1436,51.6,158,0,0,0,0,0,0,2648,299.82,1470.8,44.28000000000001,299.8126814419577,1449.483024562253,46.40093500572725,299.8,1408.0,45.6,15469.68,789609.1000000014,4067735,106446.60000000011,0.0,0.019886363636363535,0.13157894736842102,False,89880.04000000001,2062096,2662.56,1,1,3,0.0,67.0,True,False
2650,M17509,299.9,309.5,1582,38.2,160,0,0,0,0,0,0,2649,299.84000000000003,1485.2,43.42,299.8417876279718,1493.6553497081686,43.66729000381817,299.8,1436.0,51.6,11456.18,789909.0000000014,4069317,106484.8000000001,0.00033355570380244615,0.10167130919220058,-0.2596899224806202,False,89940.00999999998,2502724,1459.2400000000002,1,2,1,0.0,67.0,False,True
2651,L49830,299.9,309.6,1280,59.3,163,0,0,0,0,0,0,2650,299.84000000000003,1431.8,47.580000000000005,299.8611917519812,1422.4368998054458,48.87819333587878,299.9,1582.0,38.2,17784.069999999996,790208.9000000014,4070597,106544.10000000011,0.0,-0.19089759797724404,0.5523560209424081,False,89940.00999999998,1638400,3516.49,1,0,3,0.0,67.0,True,False
2652,L49831,299.9,309.5,2008,20.4,165,0,0,0,0,0,0,2651,299.86,1542.8,43.019999999999996,299.87412783465413,1617.6245998702973,39.385462223919184,299.9,1280.0,59.3,6117.959999999999,790508.8000000014,4072605,106564.5000000001,0.0,0.5687500000000001,-0.6559865092748736,False,89940.00999999998,4032064,416.15999999999997,1,3,0,0.0,67.0,True,False
2653,L49832,299.9,309.5,1772,23.5,167,0,0,0,0,0,0,2652,299.88,1615.6,38.6,299.88275188976945,1669.0830665801982,34.09030814927946,299.9,2008.0,20.4,7047.65,790808.7000000015,4074377,106588.0000000001,0.0,-0.11752988047808766,0.15196078431372562,False,89940.00999999998,3139984,552.25,1,3,0,0.0,67.0,True,False
2654,L49833,299.9,309.5,1779,26.1,169,0,0,0,0,0,0,2653,299.9,1684.2,33.5,299.8885012598463,1705.7220443867989,31.426872099519642,299.9,1772.0,23.5,7827.389999999999,791108.6000000015,4076156,106614.10000000011,0.0,0.003950338600451575,0.11063829787234059,False,89940.00999999998,3164841,681.21,1,3,0,0.0,67.0,True,False
2655,L49834,299.9,309.5,1567,35.5,171,0,0,0,0,0,0,2654,299.9,1681.2,32.96,299.8923341732309,1659.4813629245327,32.784581399679766,299.9,1779.0,26.1,10646.449999999999,791408.5000000015,4077723,106649.60000000011,0.0,-0.11916807195053403,0.3601532567049808,False,89940.00999999998,2455489,1260.25,1,2,1,0.0,67.0,True,False
2656,M17515,299.8,309.4,1751,27.0,173,0,0,0,0,0,0,2655,299.88,1775.4,26.5,299.86155611548725,1689.9875752830221,30.856387599786512,299.9,1567.0,35.5,8094.6,791708.3000000016,4079474,106676.60000000011,-0.00033344448149374983,0.11742182514358657,-0.23943661971830987,False,89880.04000000001,3066001,729.0,1,3,0,0.0,67.0,False,True
2657,L49836,299.9,309.5,1349,51.3,176,0,0,0,0,0,0,2656,299.88,1643.6,32.67999999999999,299.8743707436582,1576.3250501886814,37.67092506652434,299.8,1751.0,27.0,15384.869999999997,792008.2000000016,4080823,106727.90000000011,0.00033355570380244615,-0.22958309537407195,0.8999999999999999,False,89940.00999999998,1819801,2631.6899999999996,1,0,3,0.0,67.0,True,False
2658,M17517,300.0,309.5,1425,40.8,178,0,0,0,0,0,0,2657,299.9,1574.2,36.14,299.9162471624388,1525.8833667924544,38.71395004434956,299.9,1349.0,51.3,12240.0,792308.2000000016,4082248,106768.70000000011,0.0003334444814939719,0.05633802816901401,-0.20467836257309946,False,90000.0,2030625,1664.6399999999999,1,1,2,0.0,67.0,False,True
2659,L49838,300.0,309.4,1395,44.5,181,0,0,0,0,0,0,2658,299.91999999999996,1497.4,39.82,299.94416477495923,1482.2555778616363,40.64263336289971,300.0,1425.0,40.8,13350.0,792608.2000000016,4083643,106813.20000000011,0.0,-0.021052631578947323,0.09068627450980404,False,90000.0,1946025,1980.25,1,0,2,0.0,67.0,True,False
2660,H32073,299.8,309.3,1595,32.1,183,0,0,0,0,0,0,2659,299.9,1503.0,39.14,299.89610984997285,1519.8370519077575,37.79508890859981,300.0,1395.0,44.5,9623.58,792908.0000000016,4085238,106845.30000000012,-0.0006666666666665932,0.14336917562724016,-0.27865168539325835,False,89880.04000000001,2544025,1030.41,1,2,0,0.0,67.0,False,False
2661,L49840,299.8,309.3,1291,56.4,188,0,0,0,0,0,0,2660,299.9,1411.0,45.019999999999996,299.86407323331525,1443.5580346051718,43.996725939066536,299.8,1595.0,32.1,16908.72,793207.8000000017,4086529,106901.70000000011,0.0,-0.19059561128526648,0.7570093457943925,False,89880.04000000001,1666681,3180.96,1,0,3,0.0,67.0,True,False
2662,M17521,299.9,309.4,1509,42.8,190,0,0,0,0,0,0,2661,299.9,1443.0,43.32000000000001,299.8760488222102,1465.3720230701147,43.59781729271103,299.8,1291.0,56.4,12835.719999999998,793507.7000000017,4088038,106944.50000000012,0.00033355570380244615,0.16886134779240902,-0.24113475177304966,False,89940.00999999998,2277081,1831.8399999999997,1,2,2,0.0,67.0,False,True
2663,M17522,299.9,309.4,1483,38.1,193,0,0,0,0,0,0,2662,299.88,1454.6,42.78,299.8840325481401,1471.2480153800766,41.765211528474026,299.9,1509.0,42.8,11426.189999999999,793807.6000000017,4089521,106982.60000000012,0.0,-0.01722995361166335,-0.1098130841121494,False,89940.00999999998,2199289,1451.6100000000001,1,1,1,0.0,67.0,False,True
2664,L49843,299.9,309.3,1620,31.1,196,0,0,0,0,0,0,2663,299.86,1499.6,40.1,299.8893550320934,1520.8320102533844,38.21014101898269,299.9,1483.0,38.1,9326.89,794107.5000000017,4091141,107013.70000000013,0.0,0.09238031018206327,-0.18372703412073488,False,89940.00999999998,2624400,967.21,1,3,0,0.0,67.0,True,False
2665,M17524,299.9,309.4,1487,42.2,198,0,0,0,0,0,0,2664,299.88,1478.0,42.120000000000005,299.89290335472896,1509.5546735022563,39.54009401265513,299.9,1620.0,31.1,12655.78,794407.4000000018,4092628,107055.90000000013,0.0,-0.08209876543209882,0.35691318327974275,False,89940.00999999998,2211169,1780.8400000000001,1,1,2,0.0,67.0,False,True
2666,L49845,299.8,309.4,2256,15.9,201,0,0,0,0,0,0,2665,299.88,1671.0,34.019999999999996,299.86193556981937,1758.3697823348375,31.660062675103426,299.9,1487.0,42.2,4766.820000000001,794707.2000000018,4094884,107071.80000000012,-0.00033344448149374983,0.5171486213853396,-0.6232227488151658,False,89880.04000000001,5089536,252.81,1,3,0,0.0,67.0,True,False
2667,H32080,299.7,309.2,1691,27.7,203,0,0,0,0,0,0,2666,299.84,1707.4,31.0,299.8079570465463,1735.913188223225,30.340041783402285,299.8,2256.0,15.9,8301.689999999999,795006.9000000018,4096575,107099.50000000012,-0.00033355570380255717,-0.2504432624113475,0.742138364779874,False,89820.09,2859481,767.29,1,3,0,0.0,67.0,False,False
2668,M17527,299.8,309.3,1663,35.2,208,0,0,0,0,0,0,2667,299.82,1743.4,30.420000000000005,299.8053046976976,1711.6087921488167,31.960027855601528,299.7,1691.0,27.7,10552.960000000001,795306.7000000018,4098238,107134.70000000011,0.0003336670003337705,-0.016558249556475446,0.2707581227436824,False,89880.04000000001,2765569,1239.0400000000002,1,3,1,0.0,67.0,False,True
2669,M17528,299.8,309.3,1640,31.1,211,0,0,0,0,0,0,2668,299.8,1747.4,30.420000000000005,299.80353646513174,1687.739194765878,31.673351903734353,299.8,1663.0,35.2,9323.78,795606.5000000019,4099878,107165.80000000012,0.0,-0.013830426939266394,-0.11647727272727271,False,89880.04000000001,2689600,967.21,1,3,0,0.0,67.0,False,True
2670,H32083,299.7,309.3,1494,37.8,214,0,0,0,0,0,0,2669,299.76,1748.8,29.54,299.76902431008784,1623.159463177252,33.715567935822904,299.8,1640.0,31.1,11328.659999999998,795906.2000000018,4101372,107203.60000000012,-0.00033355570380255717,-0.08902439024390241,0.21543408360128602,False,89820.09,2232036,1428.8399999999997,1,1,1,0.0,67.0,False,False
